Replication;scarcity3;scarcity2;scarcity1;EnvironmentalDisasterChanceB;EnvironmentalDisasterChanceA;TimeToRepair2;TimeToRepair3;TimeToRepair1;CountBetweenFaillures3;CountBetweenFaillures2;CountBetweenFaillures1;DelayTimeB;TravelTime3;TravelTime2;DelayTimeA;TravelTime1;FailedRawOrder3;FailedRawOrder2;FailedRawOrder1;OrdersS3;OrdersS2;OrdersS1;Costs;NumberBackOrdered;AvarageQInStock;AvarageLeadTime;OrderFillRate
28;16,0826780754645;16,9953689937014;NaN;5,88715013450322;3,52917861469905;632,642777592064;617,559956580588;597,034393106864;36,8708634767681;45,2850221187915;74,4704877108483;782,475142671562;761,66518813663;164,317559014318;NaN;NaN;5;0;0;24;24;0;288750;3,45875506238372;459,686241022674;283,094487544447;94,0677966101695
29;16,0670992458826;17,0675761131074;NaN;6,05858231965324;3,66279485682828;583,131390751195;706,679225154817;619,636116331642;40,8078435735984;47,3232069896319;75,5841012216957;NaN;719,026246275696;192,463815648149;NaN;NaN;1;2;0;29;29;0;350000;5,83623351019643;481,090188291684;272,948937128678;89,7058823529412
30;16,2703922424541;17,0289491083056;NaN;5,39316024941703;3,68785116021172;648,786575408456;659,57204882706;545,887526982617;39,0793933852443;44,2132477922779;76,9855428554461;NaN;712,407903519964;166,477239430216;NaN;NaN;3;3;0;24;24;0;288750;0,414625375831835;496,279156335588;267,309734654921;95,7264957264957
31;15,9480373994878;17,0555933838579;NaN;5,34599206788356;3,39824128171484;587,859985566492;646,646836187299;732,456110218057;38,3997846677386;47,9185192141897;75,7657175328738;784,879267635149;672,634551427025;169,965304289388;579,395398034422;NaN;7;0;0;34;34;0;411250;13,1507741185638;425,773898147747;276,253440443844;83,8709677419355
32;15,8329405712808;16,978342255029;NaN;5,95845891635067;3,41690751404635;609,720611574643;579,487508565026;548,317115316251;40,0053250613012;46,0473673523834;74,0938828652725;548,543261187965;699,019286087958;177,653208105876;430,779330034877;NaN;5;0;0;28;28;0;330750;7,41857307132787;441,065336987822;276,716962357696;90,8396946564885
33;15,8674546545371;16,9404666850621;NaN;5,57966351010171;3,74442793680022;609,733721790894;686,108100554647;576,205864877432;42,430211076237;43,9645791162426;77,9525014331662;742,243709918806;729,019504463961;146,515267031614;NaN;NaN;3;0;0;28;28;0;337750;9,20392976478199;449,657193531544;285,309036495998;88,5496183206107
34;15,9782923523782;16,9570527038498;NaN;5,9780751744221;3,80074525311397;653,403671191408;619,166569984947;611,754891613767;41,5609250320787;43,1295144118162;75,1035029240149;669,444232677187;793,87423029294;162,112458122507;554,84716588693;NaN;0;1;0;29;29;0;350000;7,5758998557003;398,4217332484;300,211829411037;89,7058823529412
35;15,945651893832;17,050715479762;NaN;5,88371806139393;3,33603897349011;569,696222966522;631,266383732333;607,548450863878;37,9884885566245;43,7049158709124;73,7529012243459;896,265037725569;714,444291121173;175,939151085035;NaN;NaN;1;1;0;28;28;0;343000;3,52641589715636;475,409146197653;285,00110541894;91,7293233082707
36;16,0963677722029;17,0735136523063;NaN;5,27842316253541;3,66479483128597;644,278677430906;561,977536592848;666,519377656574;39,4846899913003;41,8919635827964;74,9974474744675;814,474817420803;724,469781673903;156,545002722877;NaN;NaN;6;0;0;26;26;0;318500;2,08851085764984;497,539572030003;280,004842114695;92,8571428571429
37;16,1100488056667;17,048018920701;NaN;5,68683996265409;3,68744510725244;614,213503991804;642,357760520505;666,784104640271;41,5128919871391;43,5294653889206;76,7126443054682;666,135659420892;719,6651392876;189,752494152057;561,231692457897;NaN;2;2;0;27;27;0;330750;4,23066408633199;440,374248517271;284,828956987128;90,8396946564885
38;15,8449182456662;17,0690307800451;NaN;6,51833415341874;3,4636404833032;644,974258673421;700,081744583267;623,307915296905;38,6145775033427;45,6335888723305;72,459579572008;931,362601777747;708,207161202358;157,81752416656;476,167746123036;NaN;6;1;0;27;27;0;330750;4,91984765790454;430,394019537405;300,321766083174;93,1297709923664
39;16,0083806276386;17,1939400303178;NaN;5,82163715286663;3,55777620754412;548,421764461556;579,716070224702;590,772172384059;43,606200985544;46,6917437953978;72,8673988429977;562,471072763667;737,478124434666;160,588587678478;695,379478601742;NaN;4;2;0;27;27;0;330750;3,96268278347977;422,617427117572;291,427235031774;93,0232558139535
40;16,0693092807493;16,9571184487283;NaN;6,25927347641799;3,67629900617495;604,998626788108;590,117470155603;665,185347777712;37,4298093513015;46,6783406386653;75,2922039673043;762,715257867113;732,20670934791;135,269801206184;NaN;NaN;3;1;0;31;31;0;374500;5,15444228130337;467,191004378546;275,485704598111;90,5405405405405
41;15,9149952013652;17,0279553353993;NaN;5,98720860012152;3,55223221018807;622,574745201531;668,939033752623;668,372428466596;38,7086718388159;46,6620638714029;77,54983084936;NaN;679,610472975368;185,417268842497;869,127031610722;NaN;0;0;0;27;27;0;330750;3,51902028729153;450,645625072542;283,353577865896;96,09375
42;15,9399055729341;17,063669736525;NaN;5,78456943624963;3,29192631482147;648,465415579242;611,737180437543;677,649144012485;40,0714123123807;44,5635210608956;76,4201748394407;1050,99325660162;756,273335006039;163,234878992976;533,085249115324;NaN;3;2;0;30;30;0;367500;19,7715783376058;433,762906628741;287,954806332577;84,7222222222222
43;15,8800249150477;17,0232530132052;NaN;6,40490423634648;3,28694915002212;702,459086716662;601,620763279757;793,929992923457;39,1728049917147;45,4898912756704;74,3658759150033;677,092543005666;704,679867686582;160,79374673405;NaN;NaN;1;0;0;25;25;0;301000;2,94872651873206;461,167801001112;285,045382418809;94,9579831932773
44;15,9846411523474;16,9601278920658;NaN;5,58152536006161;3,49663238455024;668,613099022984;601,973617148307;590,265371206725;39,1632528815033;45,0921618502336;72,5399457320179;1080,58356822171;689,749570415705;156,379563510831;NaN;NaN;4;0;0;27;27;0;330750;3,36018854884833;452,698174965029;270,531743687032;92,96875
45;16,0168141549527;16,8894000929897;NaN;6,28567039244808;3,52176276932005;615,134183531148;640,81070084907;619,734596679658;42,6777078325136;44,9675140760115;76,7796750712053;914,265717902361;700,678847539532;173,347005961306;957,74280626373;NaN;5;2;0;24;24;0;294000;3,43764314741936;468,706725459149;285,793673503138;91,9642857142857
46;16,2308413134591;16,9347316932647;NaN;5,1001873753708;3,45772810407176;669,630729158761;668,160003172539;653,6149547093;36,7983529196474;46,3648936729878;73,439486930637;NaN;736,580103231311;193,778098586447;722,565397263915;NaN;4;7;0;29;29;0;343000;5,60358006285472;440,703093599549;280,237817442689;92,0863309352518
47;16,1104777050585;17,0332062892963;NaN;5,84882503753949;3,2904469346207;676,393383491358;665,218483443195;635,226572704704;43,4570078510377;45,3098300026837;74,4445830861744;NaN;678,942355142219;199,552846204382;825,326399170974;NaN;5;2;0;31;31;0;367500;10,8739575636198;470,383734810889;276,774914583583;84,7222222222222
48;15,9756670599917;16,9769840848851;NaN;5,9519353870663;3,66805101161252;699,953896142913;708,515793194914;622,516962389209;44,2088536244745;45,4632946986705;76,3644312895638;672,957929115597;760,583539517612;167,40009778331;883,182928225217;NaN;4;0;0;31;31;0;374500;7,43801776452166;402,4387914596;304,576817378872;89,7959183673469
49;15,90093108356;16,9943440572824;NaN;5,90630425050134;3,59463701420464;648,534565728433;680,652008055101;610,507185339124;38,1056980625726;45,6941033467256;76,3022366566829;803,862663140343;707,60665142066;164,619006317673;456,114327466553;NaN;8;2;0;31;31;0;374500;11,6735917902838;396,94639405742;279,914128951875;83,7837837837838
50;16,1536696964528;17,0782247482778;NaN;5,68259975645277;3,1858505936236;684,26833011422;610,800377772124;658,12060613739;43,8649567671948;47,4888662757352;74,5548200506815;1030,64004475721;737,960165510898;173,924052423229;464,246938730487;NaN;6;0;0;27;27;0;325500;1,68755139478398;467,301096219644;292,883297660814;95,2
51;15,9267161504236;17,0925516248681;NaN;6,34851616219832;3,56560223723332;613,51065105185;585,078934323629;650,863155818341;43,138351688228;44,5435433428631;71,9356885084294;789,222064026548;714,588351967007;145,958756786891;NaN;NaN;8;2;0;26;26;0;318500;14,2388493693543;472,534325779835;288,765307930074;89,2561983471074
52;16,0651634469163;16,9000837080096;NaN;5,86240578950806;3,56482400171543;688,093560440595;629,030324666515;617,103783117023;40,0712427249628;50,3722052843659;75,0952611916306;NaN;744,097469250556;159,594299378411;NaN;NaN;6;8;0;33;33;0;404250;10,4258195547993;408,780279364113;278,914687081512;84,1772151898734
53;16,1571816664211;17,0261652555359;NaN;5,70427072075782;3,63590804645274;655,022786146325;625,876272420344;622,665610106165;46,5680588495273;44,3803566807988;75,0325089368332;640,743985291819;631,793017708935;188,546737403976;440,342761931095;NaN;4;1;0;27;27;0;330750;4,62068834345243;469,130806800749;274,242881438353;94,6564885496183
54;15,7797519138202;17,0142876289367;NaN;5,10616833940148;3,52182957483456;619,275625193751;647,361641861553;655,713838924886;41,4463482431269;44,1430609639631;72,7041311888024;824,000019996761;722,617429537675;166,318742376172;519,146151163091;NaN;8;3;0;30;30;0;355250;9,0002870637221;429,599921017189;294,688210479972;89,051094890511
55;15,996357931074;16,912970256147;NaN;5,56406454597082;3,64418668493939;625,448618222432;642,328757543999;725,600794436159;38,916058250992;48,4540495801717;75,4831789076949;861,695185239611;710,076913088855;175,329529426114;923,643104997154;NaN;3;1;0;27;27;0;330750;20,9321793361557;461,408307530057;307,357403526289;87,6923076923077
56;15,860947569157;17,0311065123173;NaN;5,50909977704287;3,51577215315774;617,547545924945;621,406076184166;641,854829492872;39,032221552113;47,1385097354113;72,7495192665313;NaN;710,197547274588;180,787785075176;NaN;NaN;3;4;0;25;25;0;306250;3,20046714031415;468,036695005876;272,821330680215;92,5
57;15,9782958705289;16,8683302041262;NaN;5,37948685106156;3,61837644041017;577,575408699946;691,538805565424;591,214850660636;41,1757876413564;43,8190653862798;73,4400353603996;937,598515103953;694,983318684041;174,947511417791;315,694861622686;NaN;1;1;0;28;28;0;343000;2,2152975856845;420,485689601161;281,849118265483;92,7007299270073
58;15,9868068965585;17,0122339283333;NaN;7,13677444460767;3,36642759942657;635,614737257407;636,048463161582;560,828413598855;40,7967659235666;48,2304197369143;72,7447097499389;699,916511317904;746,708859880207;154,718665414182;1043,58600977622;NaN;10;1;0;27;27;0;318500;10,3674430478973;465,787489181442;300,163336916926;92,9133858267717
59;15,9391073124635;16,9939004800222;NaN;5,75767082787518;3,50077217045639;572,101881994809;620,067551426232;637,76538519178;40,2139817984325;43,5833268322416;77,6733169665871;696,08206460214;689,832327323787;169,390194110565;679,559367892251;NaN;5;1;0;28;28;0;337750;4,72584571242962;437,95756127975;278,934029140472;92,3664122137405
60;16,0436975155836;16,8518866823312;NaN;6,93268244946375;3,23798164993059;672,011896560964;656,833077491908;667,286728109331;38,2892011587733;44,4548117981937;79,143630687225;1071,67705361198;662,904820081377;159,451619970684;760,662259512922;NaN;2;1;0;28;28;0;343000;5,74795276644623;495,279204988352;273,347216588543;91,7910447761194
61;16,0166971914059;16,8729476929953;NaN;5,89306720573869;3,33028215850289;599,638025286717;614,112211914095;662,163019065405;39,4662096492689;41,4436645252662;78,2797381995867;NaN;614,771158570443;188,777254396536;452,508349025696;NaN;4;0;0;27;27;0;330750;0,0539361428642504;494,700834856601;264,05573866915;99,21875
62;16,0760120594996;17,0449035784547;NaN;6,21201355909479;3,46570880120973;600,929212719228;646,449309857469;570,147447720813;40,6792436107727;46,4087958727032;74,7920280126365;947,47617490226;667,371957303822;156,226166902812;NaN;NaN;4;1;0;29;29;0;350000;20,9558826851865;447,914483270006;278,086707640661;79,7101449275362
63;16,0489770553489;17,0345998120474;NaN;5,79101504212053;3,52458488526112;606,005904231473;613,27550030835;665,217965916329;37,6609998034934;43,6740153911524;74,8203979673174;1274,65623394229;724,751805116398;163,891718239393;920,737090121716;NaN;3;0;0;29;29;0;343000;6,71553474868933;431,187210339894;295,329977076323;88,4057971014493
64;16,0938905762192;17,0786536776078;NaN;6,31205203322073;3,54740870803256;636,695204310593;678,523030450095;644,122177342567;39,3793147117166;48,3346734551713;73,9285756605922;NaN;710,169996847923;183,443840181102;457,051619055994;NaN;4;1;0;33;33;0;404250;4,74666341709199;396,567888209779;276,544298449915;93,0379746835443
65;15,9615906122845;17,0042844187384;NaN;5,86893174762803;3,53904197453004;617,244051405005;642,873806117483;625,100865520184;37,2581300027026;44,4926424650475;75,0282920535507;NaN;731,233572993927;195,603118339929;564,121112082336;NaN;5;0;0;27;27;0;325500;5,85521650624913;471,268854856162;287,250079197492;93,7007874015748
66;15,935506747904;16,9385578916111;NaN;5,25471300259233;3,31865244360441;580,03873069616;556,548195748244;610,934577191411;37,110450160239;44,5094262513643;75,5121630403262;711,851293473967;727,156933965286;150,667805459946;NaN;NaN;6;0;0;28;28;0;343000;6,62889800238774;438,568569615365;274,868656306404;93,3823529411765
67;15,978943069263;16,9829172909085;NaN;5,75323672669715;3,50917450135477;615,958551261877;667,295983112312;615,185521152733;42,7297679817787;43,1217721966927;77,2488581730674;NaN;698,24282625975;154,081471157057;941,308853881161;NaN;4;2;0;29;29;0;355250;1,96117304631535;452,296367201599;274,360246347314;93,3823529411765
68;16,1566604825753;16,897884480888;NaN;6,10011338371345;3,32816961096764;612,781616170477;638,646465868593;596,792640048856;39,1165493370901;43,22319128825;77,6549067891513;NaN;736,479312694045;180,854159315411;898,429975739956;NaN;3;6;0;34;34;0;411250;24,8319866235771;386,651958547872;292,574597079312;78,343949044586
69;16,175060467153;17,0647793819425;NaN;6,25309484209865;3,40500455342699;591,216769584403;674,63878629592;610,49126596239;38,402064954862;44,7393015001176;71,329651162494;652,010975863192;752,925228237934;139,917477628988;789,881403130484;NaN;4;3;0;30;30;0;355250;11,8099373479493;416,954738927011;303,15986531463;85,6115107913669
70;15,9981052460428;16,9669075341931;NaN;6,29317524187988;3,36808383545177;578,608067169897;690,057353616343;676,637156198021;39,7714657363083;45,865088687537;77,9177266638726;NaN;718,380094761843;161,933676521928;479,154673211908;NaN;2;0;0;31;31;0;379750;5,62789631739979;385,803020891848;274,467267844759;91,2751677852349
71;15,8836996485257;17,1504297912845;NaN;6,57454416521692;3,28701651592772;628,720459396404;600,636218105921;704,488359644064;37,104959070993;45,4832557600457;75,1055853258974;761,456401434873;738,263263658309;190,738996872634;697,216987906366;NaN;4;3;0;28;28;0;337750;11,4411123547363;420,332391797131;298,965017530307;85,6060606060606
